client_id,snapshot_date,business_name,store_type,zone,registration_date,first_purchase_date,last_purchase_date,length_reference_date,length_source,has_transactions,length_days,recency_days,frequency,monetary,volume,L,R,F,M,V,n_transactions,frequency_last_3_months,frequency_previous_3_months,delta_frequency,es_nuevo,low_history_flag,churn_eligible
CLI-0347,2025-06-30,Market El Progreso,minimarket,Chilca,2022-05-20,2022-05-06,2024-11-21,2022-05-06,first_purchase_date,True,1151,221.0,0,0.0,0,1151,221.0,0,0.0,0,104,0,0,0,False,False,True
CLI-0348,2025-06-30,Bodega Santa Isabel,bodega,San Carlos,2023-04-06,2023-04-05,2024-09-30,2023-04-05,first_purchase_date,True,817,273.0,0,0.0,0,817,273.0,0,0.0,0,38,0,0,0,False,False,True
CLI-0349,2025-06-30,Bodega Mantaro,bodega,El Tambo,2021-06-18,2021-06-01,2025-06-29,2021-06-01,first_purchase_date,True,1490,1.0,17,1571.42,3,1490,1.0,17,1571.42,3,223,5,12,-7,False,False,True
CLI-0350,2025-06-30,Bodega El Centro,bodega,San Carlos,2021-04-13,2021-04-06,2024-09-22,2021-04-06,first_purchase_date,True,1546,281.0,0,0.0,0,1546,281.0,0,0.0,0,104,0,0,0,False,False,True
CLI-0351,2025-06-30,Bodega Santa Isabel,bodega,El Tambo,2021-12-03,2021-12-01,2025-06-22,2021-12-01,first_purchase_date,True,1307,8.0,22,3228.18,3,1307,8.0,22,3228.18,3,179,8,14,-6,False,False,True
CLI-0352,2025-06-30,Mini El Progreso,minimarket,Chilca,2025-01-01,2025-02-05,2025-06-27,2025-02-05,first_purchase_date,True,145,3.0,27,2987.91,2,145,3.0,27,2987.91,2,27,13,14,-1,True,False,False
CLI-0353,2025-06-30,Tienda El Buen Precio,bodega,Huancayo Cercado,2021-12-03,2021-12-05,2025-06-28,2021-12-05,first_purchase_date,True,1303,2.0,14,1997.75,3,1303,2.0,14,1997.75,3,161,9,5,4,False,False,True
CLI-0354,2025-06-30,Bodega La Familia,bodega,Huancayo Cercado,2021-02-12,2021-02-25,2025-06-29,2021-02-25,first_purchase_date,True,1586,1.0,33,3144.86,3,1586,1.0,33,3144.86,3,222,13,20,-7,False,False,True
CLI-0355,2025-06-30,Bodega Santa Rosa,bodega,El Tambo,2025-05-15,2025-05-03,2025-06-11,2025-05-03,first_purchase_date,True,58,19.0,9,563.1800000000001,2,58,19.0,9,563.1800000000001,2,9,9,0,9,True,False,False
CLI-0356,2025-06-30,Tienda La Económica,bodega,San Carlos,2021-05-24,2021-05-03,2025-06-29,2021-05-03,first_purchase_date,True,1519,1.0,19,2983.9700000000003,3,1519,1.0,19,2983.9700000000003,3,194,6,13,-7,False,False,True
CLI-0357,2025-06-30,Tienda El Buen Precio,bodega,Huancayo Cercado,2025-02-07,2025-02-01,2025-06-22,2025-02-01,first_purchase_date,True,149,8.0,13,1323.46,2,149,8.0,13,1323.46,2,13,7,6,1,True,False,False
CLI-0358,2025-06-30,Tienda Santa Rosa,bodega,El Tambo,2021-03-08,2021-03-09,2025-06-13,2021-03-09,first_purchase_date,True,1574,17.0,24,4916.64,4,1574,17.0,24,4916.64,4,204,15,9,6,False,False,True
CLI-0359,2025-06-30,Restaurant Santa Isabel,restaurante,Chilca,2021-06-13,2021-06-03,2024-07-18,2021-06-03,first_purchase_date,True,1488,347.0,0,0.0,0,1488,347.0,0,0.0,0,193,0,0,0,False,False,True
CLI-0360,2025-06-30,Tienda Virgen de Cocharcas,bodega,San Carlos,2021-01-31,2021-01-03,2025-06-23,2021-01-03,first_purchase_date,True,1639,7.0,23,1898.12,3,1639,7.0,23,1898.12,3,232,13,10,3,False,False,True
CLI-0361,2025-06-30,Minimarket Doña María,bodega,El Tambo,2025-02-22,2025-02-23,2025-06-06,2025-02-23,first_purchase_date,True,127,24.0,11,1165.83,2,127,24.0,11,1165.83,2,11,9,2,7,True,False,False
CLI-0362,2025-06-30,Minimarket El Ahorro,bodega,El Tambo,2023-08-28,2023-08-14,2025-04-24,2023-08-14,first_purchase_date,True,686,67.0,6,444.67,2,686,67.0,6,444.67,2,41,3,3,0,False,False,True
CLI-0363,2025-06-30,Bodega El Buen Precio,bodega,El Tambo,2021-01-23,2021-01-13,2024-06-24,2021-01-13,first_purchase_date,True,1629,371.0,0,0.0,0,1629,371.0,0,0.0,0,173,0,0,0,False,False,True
CLI-0364,2025-06-30,Market San Martín,minimarket,El Tambo,2022-04-21,2022-04-01,2025-03-02,2022-04-01,first_purchase_date,True,1186,120.0,4,236.2,2,1186,120.0,4,236.2,2,161,0,4,-4,False,False,True
CLI-0365,2025-06-30,Mini El Sol,minimarket,Huancayo Centro,2021-03-02,2021-03-02,2025-06-30,2021-03-02,first_purchase_date,True,1581,0.0,39,8631.06,4,1581,0.0,39,8631.06,4,314,23,16,7,False,False,True
CLI-0366,2025-06-30,Bodega El Paraíso,bodega,El Tambo,2021-03-20,2021-03-04,2025-06-21,2021-03-04,first_purchase_date,True,1579,9.0,10,946.3,2,1579,9.0,10,946.3,2,139,8,2,6,False,False,True
CLI-0367,2025-06-30,Tienda Mantaro,bodega,Huancayo Cercado,2021-05-01,2021-05-06,2024-07-31,2021-05-06,first_purchase_date,True,1516,334.0,0,0.0,0,1516,334.0,0,0.0,0,148,0,0,0,False,False,True
CLI-0368,2025-06-30,Tienda El Tambo,bodega,San Carlos,2023-04-04,2023-04-01,2025-05-13,2023-04-01,first_purchase_date,True,821,48.0,11,563.0699999999999,2,821,48.0,11,563.0699999999999,2,72,7,4,3,False,False,True
CLI-0369,2025-06-30,Distribuidora El Tambo,licoreria,San Carlos,2022-05-16,2022-05-10,2025-01-04,2022-05-10,first_purchase_date,True,1147,177.0,1,77.58,1,1147,177.0,1,77.58,1,123,0,1,-1,False,False,True
CLI-0370,2025-06-30,Bodega San Martín,bodega,Huancayo Centro,2021-02-28,2021-02-02,2025-06-25,2021-02-02,first_purchase_date,True,1609,5.0,20,2134.73,3,1609,5.0,20,2134.73,3,196,5,15,-10,False,False,True
CLI-0371,2025-06-30,Cevichería El Buen Precio,restaurante,Chilca,2021-01-31,2021-01-05,2025-06-30,2021-01-05,first_purchase_date,True,1637,0.0,38,4994.96,3,1637,0.0,38,4994.96,3,232,23,15,8,False,False,True
CLI-0372,2025-06-30,Mini Mantaro,minimarket,Chilca,2025-04-24,2025-04-09,2025-06-17,2025-04-09,first_purchase_date,True,82,13.0,7,577.12,2,82,13.0,7,577.12,2,7,7,0,7,True,False,False
CLI-0373,2025-06-30,Mini Virgen de Cocharcas,minimarket,San Carlos,2021-07-27,2021-07-01,2025-06-26,2021-07-01,first_purchase_date,True,1460,4.0,17,2324.94,3,1460,4.0,17,2324.94,3,246,10,7,3,False,False,True
CLI-0374,2025-06-30,Minimarket El Progreso,bodega,Huancayo Centro,2021-03-29,2021-03-19,2024-07-07,2021-03-19,first_purchase_date,True,1564,358.0,0,0.0,0,1564,358.0,0,0.0,0,151,0,0,0,False,False,True
CLI-0375,2025-06-30,Mini La Familia,minimarket,El Tambo,2021-06-05,2021-06-08,2025-06-28,2021-06-08,first_purchase_date,True,1483,2.0,53,9164.64,3,1483,2.0,53,9164.64,3,282,28,25,3,False,False,True
CLI-0376,2025-06-30,Tienda Santa Isabel,bodega,El Tambo,2021-12-07,2021-12-01,2024-07-17,2021-12-01,first_purchase_date,True,1307,348.0,0,0.0,0,1307,348.0,0,0.0,0,107,0,0,0,False,False,True
CLI-0377,2025-06-30,Tienda Los Andes,bodega,El Tambo,2021-06-11,2021-06-03,2025-06-20,2021-06-03,first_purchase_date,True,1488,10.0,30,6770.07,4,1488,10.0,30,6770.07,4,196,13,17,-4,False,False,True
CLI-0378,2025-06-30,Minimarket El Ahorro,bodega,El Tambo,2021-11-20,2021-11-24,2025-06-25,2021-11-24,first_purchase_date,True,1314,5.0,19,3513.83,3,1314,5.0,19,3513.83,3,148,12,7,5,False,False,True
CLI-0379,2025-06-30,Tienda Los Andes,bodega,Huancayo Cercado,2021-06-15,2021-06-10,2025-06-22,2021-06-10,first_purchase_date,True,1481,8.0,27,9917.25,4,1481,8.0,27,9917.25,4,215,17,10,7,False,False,True
CLI-0380,2025-06-30,Tienda La Familia,bodega,Huancayo Centro,2021-04-01,2021-04-13,2025-06-30,2021-04-13,first_purchase_date,True,1539,0.0,28,8606.45,4,1539,0.0,28,8606.45,4,201,16,12,4,False,False,True
CLI-0381,2025-06-30,Minimarket El Paraíso,minimarket,Chilca,2021-04-15,2021-04-09,2025-06-11,2021-04-09,first_purchase_date,True,1543,19.0,38,7515.77,3,1543,19.0,38,7515.77,3,234,23,15,8,False,False,True
CLI-0382,2025-06-30,Tienda Virgen de Cocharcas,bodega,San Carlos,2022-05-19,2022-05-04,2025-04-22,2022-05-04,first_purchase_date,True,1153,69.0,7,594.69,3,1153,69.0,7,594.69,3,134,1,6,-5,False,False,True
CLI-0383,2025-06-30,Licorería La Económica,licoreria,Huancayo Centro,2022-04-06,2022-04-20,2024-09-24,2022-04-20,first_purchase_date,True,1167,279.0,0,0.0,0,1167,279.0,0,0.0,0,112,0,0,0,False,False,True
CLI-0384,2025-06-30,Mini El Sol,minimarket,San Carlos,2022-05-28,2022-05-16,2025-06-28,2022-05-16,first_purchase_date,True,1141,2.0,46,8673.99,3,1141,2.0,46,8673.99,3,181,24,22,2,False,False,True
CLI-0385,2025-06-30,Cevichería El Paraíso,restaurante,Huancayo Centro,2022-05-14,2022-05-13,2025-06-18,2022-05-13,first_purchase_date,True,1144,12.0,29,3440.3,3,1144,12.0,29,3440.3,3,211,13,16,-3,False,False,True
CLI-0386,2025-06-30,Minimarket San Martín,bodega,Huancayo Centro,2021-04-28,2021-04-05,2025-05-30,2021-04-05,first_purchase_date,True,1547,31.0,12,1311.74,3,1547,31.0,12,1311.74,3,195,6,6,0,False,False,True
CLI-0387,2025-06-30,Cevichería El Ahorro,restaurante,San Carlos,2025-04-21,2025-04-30,2025-06-25,2025-04-30,first_purchase_date,True,61,5.0,7,314.46,2,61,5.0,7,314.46,2,7,7,0,7,True,False,False
CLI-0388,2025-06-30,Bodega Don José,bodega,Huancayo Centro,2025-05-05,2025-05-04,2025-06-12,2025-05-04,first_purchase_date,True,57,18.0,6,320.76,2,57,18.0,6,320.76,2,6,6,0,6,True,False,False
CLI-0389,2025-06-30,Tienda El Progreso,bodega,El Tambo,2021-01-26,2021-01-03,2025-06-18,2021-01-03,first_purchase_date,True,1639,12.0,19,2294.94,3,1639,12.0,19,2294.94,3,187,6,13,-7,False,False,True
CLI-0390,2025-06-30,Tienda El Paraíso,bodega,Huancayo Cercado,2021-04-05,2021-04-17,2025-06-24,2021-04-17,first_purchase_date,True,1535,6.0,31,5162.5,3,1535,6.0,31,5162.5,3,202,21,10,11,False,False,True
CLI-0391,2025-06-30,Bodega El Buen Precio,bodega,Huancayo Cercado,2023-08-13,2023-08-18,2025-06-29,2023-08-18,first_purchase_date,True,682,1.0,17,1637.87,2,682,1.0,17,1637.87,2,52,11,6,5,False,False,True
CLI-0392,2025-06-30,Minimarket Don José,bodega,El Tambo,2022-11-07,2022-11-21,2025-06-28,2022-11-21,first_purchase_date,True,952,2.0,17,1595.02,2,952,2.0,17,1595.02,2,71,7,10,-3,False,False,True
CLI-0393,2025-06-30,Licores Virgen de Cocharcas,licoreria,Huancayo Centro,2021-12-15,2021-12-04,2025-06-14,2021-12-04,first_purchase_date,True,1304,16.0,22,2224.18,3,1304,16.0,22,2224.18,3,204,9,13,-4,False,False,True
CLI-0394,2025-06-30,Minimarket El Buen Precio,minimarket,El Tambo,2022-03-27,2022-03-03,2025-06-28,2022-03-03,first_purchase_date,True,1215,2.0,24,3100.76,3,1215,2.0,24,3100.76,3,152,13,11,2,False,False,True
CLI-0395,2025-06-30,Bodega La Esquina,bodega,Huancayo Centro,2021-04-22,2021-04-18,2024-04-15,2021-04-18,first_purchase_date,True,1534,441.0,0,0.0,0,1534,441.0,0,0.0,0,127,0,0,0,False,False,True
CLI-0396,2025-06-30,Cevichería Los Olivos,restaurante,Huancayo Cercado,2022-05-09,2022-05-06,2023-09-12,2022-05-06,first_purchase_date,True,1151,657.0,0,0.0,0,1151,657.0,0,0.0,0,38,0,0,0,False,False,True
CLI-0397,2025-06-30,Licores El Ahorro,licoreria,Huancayo Centro,2022-04-01,2022-04-03,2024-11-19,2022-04-03,first_purchase_date,True,1184,223.0,0,0.0,0,1184,223.0,0,0.0,0,127,0,0,0,False,False,True
CLI-0398,2025-06-30,Tienda Mantaro,bodega,Chilca,2021-03-24,2021-03-05,2025-01-19,2021-03-05,first_purchase_date,True,1578,162.0,1,130.82,2,1578,162.0,1,130.82,2,149,0,1,-1,False,False,True
CLI-0399,2025-06-30,Menú El Sol,restaurante,Huancayo Cercado,2025-01-16,2025-01-08,2025-06-22,2025-01-08,first_purchase_date,True,173,8.0,14,619.48,2,173,8.0,14,619.48,2,14,3,11,-8,True,False,False
CLI-0400,2025-06-30,Pollería El Paraíso,restaurante,Huancayo Centro,2022-06-25,2022-06-02,2025-06-04,2022-06-02,first_purchase_date,True,1124,26.0,15,1228.4,2,1124,26.0,15,1228.4,2,100,8,7,1,False,False,True
CLI-0401,2025-06-30,Minimarket Doña María,bodega,Huancayo Centro,2025-03-04,2025-03-06,2025-06-28,2025-03-06,first_purchase_date,True,116,2.0,13,1091.3899999999999,2,116,2.0,13,1091.3899999999999,2,13,11,2,9,True,False,False
CLI-0402,2025-06-30,Tienda El Ahorro,bodega,Huancayo Cercado,2021-06-07,2021-06-12,2025-06-14,2021-06-12,first_purchase_date,True,1479,16.0,18,3188.28,3,1479,16.0,18,3188.28,3,171,11,7,4,False,False,True
CLI-0403,2025-06-30,Tienda El Buen Precio,bodega,El Tambo,2022-01-24,2022-01-17,2025-06-30,2022-01-17,first_purchase_date,True,1260,0.0,13,1707.15,3,1260,0.0,13,1707.15,3,144,5,8,-3,False,False,True
CLI-0404,2025-06-30,Tienda La Familia,bodega,El Tambo,2025-05-17,2025-05-09,2025-06-28,2025-05-09,first_purchase_date,True,52,2.0,6,781.36,2,52,2.0,6,781.36,2,6,6,0,6,True,False,False
CLI-0405,2025-06-30,Licores Doña María,licoreria,El Tambo,2022-03-07,2022-03-16,2025-06-19,2022-03-16,first_purchase_date,True,1202,11.0,5,494.34000000000003,2,1202,11.0,5,494.34000000000003,2,57,3,2,1,False,False,True
CLI-0406,2025-06-30,Bodega El Buen Precio,bodega,San Carlos,2021-09-04,2021-10-18,2025-03-31,2021-10-18,first_purchase_date,True,1351,91.0,14,1423.28,3,1351,91.0,14,1423.28,3,114,0,14,-14,False,False,True
CLI-0407,2025-06-30,Tienda Wanka,bodega,Huancayo Cercado,2021-08-02,2021-08-05,2025-06-28,2021-08-05,first_purchase_date,True,1425,2.0,26,5432.41,3,1425,2.0,26,5432.41,3,188,17,9,8,False,False,True
CLI-0408,2025-06-30,Market Virgen de Cocharcas,minimarket,El Tambo,2021-02-08,2021-02-03,2025-06-21,2021-02-03,first_purchase_date,True,1608,9.0,27,2937.91,3,1608,9.0,27,2937.91,3,237,17,10,7,False,False,True
CLI-0409,2025-06-30,Minimarket Mantaro,bodega,El Tambo,2021-02-05,2021-02-05,2023-06-30,2021-02-05,first_purchase_date,True,1606,731.0,0,0.0,0,1606,731.0,0,0.0,0,123,0,0,0,False,False,True
CLI-0410,2025-06-30,Minimarket La Esquina,bodega,San Carlos,2021-05-25,2021-05-10,2025-06-22,2021-05-10,first_purchase_date,True,1512,8.0,15,3024.87,4,1512,8.0,15,3024.87,4,200,11,4,7,False,False,True
CLI-0411,2025-06-30,Tienda La Esquina,bodega,El Tambo,2021-02-02,2021-02-02,2025-06-26,2021-02-02,first_purchase_date,True,1609,4.0,28,3495.62,3,1609,4.0,28,3495.62,3,207,13,15,-2,False,False,True
CLI-0412,2025-06-30,Pollería Santa Isabel,restaurante,San Carlos,2022-06-22,2022-06-03,2025-06-26,2022-06-03,first_purchase_date,True,1123,4.0,48,6384.55,3,1123,4.0,48,6384.55,3,212,17,31,-14,False,False,True
CLI-0413,2025-06-30,Minimarket El Ahorro,bodega,Chilca,2021-01-24,2021-01-04,2024-04-27,2021-01-04,first_purchase_date,True,1638,429.0,0,0.0,0,1638,429.0,0,0.0,0,98,0,0,0,False,False,True
CLI-0414,2025-06-30,Minimarket La Esquina,minimarket,Huancayo Centro,2022-05-02,2022-05-08,2025-06-10,2022-05-08,first_purchase_date,True,1149,20.0,28,4761.59,3,1149,20.0,28,4761.59,3,183,10,18,-8,False,False,True
CLI-0415,2025-06-30,Bodega El Progreso,bodega,Huancayo Centro,2022-03-19,2022-03-16,2023-06-18,2022-03-16,first_purchase_date,True,1202,743.0,0,0.0,0,1202,743.0,0,0.0,0,28,0,0,0,False,False,True
CLI-0416,2025-06-30,Bodega El Centro,bodega,El Tambo,2022-09-01,2022-09-01,2025-06-24,2022-09-01,first_purchase_date,True,1033,6.0,17,968.66,2,1033,6.0,17,968.66,2,83,8,9,-1,False,False,True
CLI-0417,2025-06-30,Bodega San Martín,bodega,Chilca,2022-01-21,2022-01-01,2025-06-30,2022-01-01,first_purchase_date,True,1276,0.0,28,3320.95,3,1276,0.0,28,3320.95,3,176,12,16,-4,False,False,True
CLI-0418,2025-06-30,Bodega El Centro,bodega,Huancayo Cercado,2021-10-30,2021-10-26,2024-12-15,2021-10-26,first_purchase_date,True,1343,197.0,0,0.0,0,1343,197.0,0,0.0,0,157,0,0,0,False,False,True
CLI-0419,2025-06-30,Menú Virgen de Cocharcas,restaurante,El Tambo,2021-06-04,2021-06-02,2025-06-28,2021-06-02,first_purchase_date,True,1489,2.0,56,14022.98,4,1489,2.0,56,14022.98,4,370,28,28,0,False,False,True
CLI-0420,2025-06-30,Bodega El Centro,bodega,Huancayo Centro,2022-03-03,2022-03-03,2025-06-20,2022-03-03,first_purchase_date,True,1215,10.0,28,3918.43,3,1215,10.0,28,3918.43,3,146,12,16,-4,False,False,True
CLI-0421,2025-06-30,Cevichería El Ahorro,restaurante,San Carlos,2021-04-02,2021-04-04,2025-06-27,2021-04-04,first_purchase_date,True,1548,3.0,48,17454.7,4,1548,3.0,48,17454.7,4,369,25,23,2,False,False,True
CLI-0422,2025-06-30,Restaurant Doña María,restaurante,El Tambo,2023-01-08,2023-01-20,2025-06-07,2023-01-20,first_purchase_date,True,892,23.0,19,2057.5,2,892,23.0,19,2057.5,2,88,12,7,5,False,False,True
CLI-0423,2025-06-30,Minimarket Santa Rosa,minimarket,San Carlos,2021-06-04,2021-06-10,2024-04-07,2021-06-10,first_purchase_date,True,1481,449.0,0,0.0,0,1481,449.0,0,0.0,0,133,0,0,0,False,False,True
CLI-0424,2025-06-30,Market El Ahorro,minimarket,San Carlos,2021-05-24,2021-05-03,2025-06-21,2021-05-03,first_purchase_date,True,1519,9.0,39,12950.22,4,1519,9.0,39,12950.22,4,370,18,21,-3,False,False,True
CLI-0425,2025-06-30,Minimarket El Tambo,bodega,Huancayo Cercado,2021-05-01,2021-05-10,2025-06-17,2021-05-10,first_purchase_date,True,1512,13.0,11,1441.34,3,1512,13.0,11,1441.34,3,129,6,5,1,False,False,True
CLI-0426,2025-06-30,Minimarket El Buen Precio,bodega,Chilca,2021-08-25,2021-10-04,2023-07-24,2021-10-04,first_purchase_date,True,1365,707.0,0,0.0,0,1365,707.0,0,0.0,0,38,0,0,0,False,False,True
CLI-0427,2025-06-30,Distribuidora Santa Isabel,licoreria,Huancayo Centro,2021-10-15,2021-10-02,2025-06-25,2021-10-02,first_purchase_date,True,1367,5.0,52,8935.13,3,1367,5.0,52,8935.13,3,252,23,29,-6,False,False,True
CLI-0428,2025-06-30,Distribuidora La Económica,licoreria,El Tambo,2022-01-22,2022-01-09,2023-09-06,2022-01-09,first_purchase_date,True,1268,663.0,0,0.0,0,1268,663.0,0,0.0,0,70,0,0,0,False,False,True
CLI-0429,2025-06-30,Bodega Don José,bodega,Huancayo Centro,2022-05-08,2022-05-19,2025-02-21,2022-05-19,first_purchase_date,True,1138,129.0,3,126.57,2,1138,129.0,3,126.57,2,91,0,3,-3,False,False,True
CLI-0430,2025-06-30,Minimarket Santa Rosa,bodega,San Carlos,2021-01-25,2021-01-01,2025-03-29,2021-01-01,first_purchase_date,True,1641,93.0,2,134.7,2,1641,93.0,2,134.7,2,183,0,2,-2,False,False,True
CLI-0431,2025-06-30,Licorería Santa Isabel,licoreria,El Tambo,2021-11-29,2021-11-12,2025-06-28,2021-11-12,first_purchase_date,True,1326,2.0,21,3681.63,3,1326,2.0,21,3681.63,3,198,12,9,3,False,False,True
CLI-0432,2025-06-30,Minimarket El Centro,bodega,San Carlos,2022-06-05,2022-06-05,2025-06-27,2022-06-05,first_purchase_date,True,1121,3.0,32,5203.41,3,1121,3.0,32,5203.41,3,145,15,17,-2,False,False,True
CLI-0433,2025-06-30,Minimarket El Paraíso,bodega,Huancayo Centro,2021-07-12,2021-07-01,2025-06-29,2021-07-01,first_purchase_date,True,1460,1.0,24,1988.62,3,1460,1.0,24,1988.62,3,205,15,9,6,False,False,True
CLI-0434,2025-06-30,Minimarket El Progreso,bodega,Huancayo Cercado,2021-12-21,2021-12-07,2023-10-29,2021-12-07,first_purchase_date,True,1301,610.0,0,0.0,0,1301,610.0,0,0.0,0,94,0,0,0,False,False,True
CLI-0435,2025-06-30,Tienda El Centro,bodega,Huancayo Cercado,2021-02-11,2021-02-03,2024-03-29,2021-02-03,first_purchase_date,True,1608,458.0,0,0.0,0,1608,458.0,0,0.0,0,169,0,0,0,False,False,True
CLI-0436,2025-06-30,Menú Los Olivos,restaurante,Huancayo Cercado,2021-07-25,2021-07-07,2025-06-23,2021-07-07,first_purchase_date,True,1454,7.0,16,1651.77,3,1454,7.0,16,1651.77,3,188,6,10,-4,False,False,True
CLI-0437,2025-06-30,Market La Esquina,minimarket,El Tambo,2022-01-08,2022-01-05,2025-06-23,2022-01-05,first_purchase_date,True,1272,7.0,16,1782.75,3,1272,7.0,16,1782.75,3,179,7,9,-2,False,False,True
CLI-0438,2025-06-30,Bodega Los Olivos,bodega,Huancayo Centro,2021-06-23,2021-06-02,2025-06-29,2021-06-02,first_purchase_date,True,1489,1.0,17,2066.08,3,1489,1.0,17,2066.08,3,216,3,14,-11,False,False,True
CLI-0439,2025-06-30,Bodega El Sol,bodega,Huancayo Centro,2022-04-26,2022-04-09,2025-06-24,2022-04-09,first_purchase_date,True,1178,6.0,19,2311.1,3,1178,6.0,19,2311.1,3,168,7,12,-5,False,False,True
CLI-0440,2025-06-30,Bodega El Ahorro,bodega,Huancayo Cercado,2021-05-30,2021-05-01,2024-12-28,2021-05-01,first_purchase_date,True,1521,184.0,0,0.0,0,1521,184.0,0,0.0,0,165,0,0,0,False,False,True
CLI-0441,2025-06-30,Bodega El Centro,bodega,Huancayo Cercado,2021-08-05,2021-08-07,2024-11-12,2021-08-07,first_purchase_date,True,1423,230.0,0,0.0,0,1423,230.0,0,0.0,0,134,0,0,0,False,False,True
CLI-0442,2025-06-30,Mini Doña María,minimarket,Huancayo Centro,2025-01-23,2025-01-20,2025-06-21,2025-01-20,first_purchase_date,True,161,9.0,17,1860.01,2,161,9.0,17,1860.01,2,17,10,7,3,True,False,False
CLI-0443,2025-06-30,Mini El Tambo,minimarket,San Carlos,2021-08-27,2021-08-06,2024-09-28,2021-08-06,first_purchase_date,True,1424,275.0,0,0.0,0,1424,275.0,0,0.0,0,187,0,0,0,False,False,True
CLI-0444,2025-06-30,Market Los Olivos,minimarket,San Carlos,2021-03-23,2021-03-28,2025-06-29,2021-03-28,first_purchase_date,True,1555,1.0,35,5745.93,3,1555,1.0,35,5745.93,3,273,19,16,3,False,False,True
CLI-0445,2025-06-30,Minimarket El Tambo,bodega,El Tambo,2021-05-10,2021-05-08,2023-02-24,2021-05-08,first_purchase_date,True,1514,857.0,0,0.0,0,1514,857.0,0,0.0,0,59,0,0,0,False,False,True
CLI-0446,2025-06-30,Minimarket Don José,bodega,Huancayo Cercado,2025-01-28,2025-02-04,2025-06-24,2025-02-04,first_purchase_date,True,146,6.0,15,1666.04,2,146,6.0,15,1666.04,2,15,7,8,-1,True,False,False
CLI-0447,2025-06-30,Minimarket Virgen de Cocharcas,bodega,Huancayo Centro,2021-08-13,2021-09-12,2025-06-26,2021-09-12,first_purchase_date,True,1387,4.0,12,1541.44,3,1387,4.0,12,1541.44,3,188,4,8,-4,False,False,True
CLI-0448,2025-06-30,Tienda Mantaro,bodega,Chilca,2022-02-04,2022-04-23,2025-06-11,2022-04-23,first_purchase_date,True,1164,19.0,7,570.36,2,1164,19.0,7,570.36,2,51,3,4,-1,False,False,True
CLI-0449,2025-06-30,Tienda El Buen Precio,bodega,El Tambo,2021-03-26,2021-03-01,2025-03-27,2021-03-01,first_purchase_date,True,1582,95.0,4,251.6,2,1582,95.0,4,251.6,2,174,0,4,-4,False,False,True
CLI-0450,2025-06-30,Minimarket La Familia,bodega,Chilca,2021-05-02,2021-05-10,2025-06-29,2021-05-10,first_purchase_date,True,1512,1.0,17,2936.31,3,1512,1.0,17,2936.31,3,186,7,10,-3,False,False,True
CLI-0451,2025-06-30,Tienda La Familia,bodega,San Carlos,2025-03-26,2025-03-02,2025-06-24,2025-03-02,first_purchase_date,True,120,6.0,14,1559.81,2,120,6.0,14,1559.81,2,14,10,4,6,True,False,False
CLI-0452,2025-06-30,Tienda El Sol,bodega,Huancayo Cercado,2021-10-10,2021-10-14,2025-06-23,2021-10-14,first_purchase_date,True,1355,7.0,31,4739.57,3,1355,7.0,31,4739.57,3,179,11,20,-9,False,False,True
CLI-0453,2025-06-30,Minimarket El Paraíso,bodega,El Tambo,2021-03-28,2021-03-09,2025-06-26,2021-03-09,first_purchase_date,True,1574,4.0,21,3727.83,3,1574,4.0,21,3727.83,3,222,10,11,-1,False,False,True
CLI-0454,2025-06-30,Minimarket El Buen Precio,bodega,El Tambo,2021-07-20,2021-07-05,2025-05-30,2021-07-05,first_purchase_date,True,1456,31.0,8,611.61,2,1456,31.0,8,611.61,2,89,4,4,0,False,False,True
CLI-0455,2025-06-30,Minimarket El Centro,minimarket,El Tambo,2023-06-27,2023-06-07,2025-01-24,2023-06-07,first_purchase_date,True,754,157.0,1,58.06,1,754,157.0,1,58.06,1,46,0,1,-1,False,False,True
CLI-0456,2025-06-30,Tienda San Martín,bodega,El Tambo,2021-01-18,2021-01-06,2025-06-27,2021-01-06,first_purchase_date,True,1636,3.0,27,10797.2,4,1636,3.0,27,10797.2,4,204,17,10,7,False,False,True
CLI-0457,2025-06-30,Cevichería Don José,restaurante,El Tambo,2023-08-07,2023-08-03,2025-06-12,2023-08-03,first_purchase_date,True,697,18.0,10,892.72,2,697,18.0,10,892.72,2,52,3,7,-4,False,False,True
CLI-0458,2025-06-30,Distribuidora La Económica,licoreria,El Tambo,2021-09-15,2021-09-12,2025-06-27,2021-09-12,first_purchase_date,True,1387,3.0,33,3046.18,3,1387,3.0,33,3046.18,3,247,23,10,13,False,False,True
CLI-0459,2025-06-30,Bodega El Tambo,bodega,Huancayo Cercado,2022-08-08,2022-08-10,2025-06-17,2022-08-10,first_purchase_date,True,1055,13.0,3,367.43,2,1055,13.0,3,367.43,2,68,3,0,3,False,False,True
CLI-0460,2025-06-30,Cevichería Santa Rosa,restaurante,Chilca,2021-02-13,2021-02-24,2025-06-28,2021-02-24,first_purchase_date,True,1587,2.0,14,1427.08,3,1587,2.0,14,1427.08,3,243,6,8,-2,False,False,True
CLI-0461,2025-06-30,Tienda La Económica,bodega,Chilca,2025-03-05,2025-03-15,2025-06-24,2025-03-15,first_purchase_date,True,107,6.0,19,2120.33,2,107,6.0,19,2120.33,2,19,18,1,17,True,False,False
